store_id,0
764,0.025809157639741898
22,4319.29443359375
1087,6000.154296875
139,2834.978271484375
568,3557.04931640625
1056,5008.81787109375
12,5308.56640625
76,6798.2783203125
605,4337.6123046875
820,8234.9912109375
481,3342.52685546875
871,5866.70068359375
272,4968.84228515625
1047,5915.29052734375
581,0.025809157639741898
391,6162.1923828125
779,12212.982421875
350,5404.30126953125
859,6792.35546875
241,6002.31884765625
738,0.025809157639741898
599,7746.88671875
216,8130.63525390625
464,10257.2744140625
957,0.025809157639741898
313,6625.109375
1105,10316.177734375
932,0.025809157639741898
1046,7601.486328125
479,9492.6923828125
353,12189.49609375
338,5281.5224609375
220,4892.92578125
992,8555.435546875
120,5149.81396484375
169,5783.82666015625
999,4969.876953125
878,6281.796875
995,7382.55810546875
583,0.025809157639741898
219,4515.58642578125
14,8019.3681640625
54,5274.4921875
264,0.025809157639741898
37,5178.43701171875
714,3961.670654296875
889,6177.091796875
508,4304.9248046875
982,7015.05615234375
776,0.025809157639741898
856,0.025809157639741898
367,6189.94970703125
265,6334.66796875
1065,0.025809157639741898
128,0.025809157639741898
773,0.025809157639741898
923,0.025809157639741898
596,6761.65625
394,9129.0068359375
154,5763.083984375
66,4283.52734375
13,3027.50341796875
560,13684.8544921875
11,8411.4326171875
367,6280.66357421875
146,4944.0087890625
504,9701.40234375
1113,5149.81396484375
154,5044.59716796875
199,6394.603515625
159,4777.744140625
1086,0.025809157639741898
1061,4507.7060546875
1006,6923.4638671875
504,7202.9921875
1066,9517.9599609375
470,13633.4375
641,5620.13330078125
397,6000.154296875
248,8275.744140625
262,14270.8779296875
679,7313.70166015625
1001,7121.39111328125
46,0.025809157639741898
905,9681.298828125
593,9663.896484375
773,9099.4736328125
784,9546.12890625
552,11208.8671875
723,6789.1171875
306,0.025809157639741898
593,13536.115234375
240,4447.65576171875
1113,7676.1689453125
393,4898.47314453125
929,7227.11669921875
668,0.025809157639741898
69,9310.0068359375
691,8247.7392578125
36,8551.251953125
955,6002.75634765625
110,4358.26953125
330,0.025809157639741898
205,9293.1162109375
365,5071.28076171875
951,6825.06884765625
1002,6323.42333984375
82,9127.642578125
882,8599.9453125
187,9014.703125
452,0.025809157639741898
1047,4915.42626953125
7,11667.2724609375
231,4583.0986328125
8,8062.4443359375
474,5618.51123046875
572,4787.8203125
770,0.025809157639741898
451,4416.56787109375
317,6501.5400390625
1011,6946.19482421875
1095,0.025809157639741898
391,6050.7353515625
1070,5979.50634765625
304,0.025809157639741898
246,7478.244140625
971,0.025809157639741898
528,6199.3271484375
696,0.025809157639741898
1058,6789.1171875
73,2381.869873046875
484,4973.3681640625
1002,6789.1171875
556,5715.52197265625
227,6439.38525390625
300,6818.67626953125
863,10257.2744140625
332,4969.876953125
753,8502.25
538,6895.97021484375
897,2844.5810546875
418,4951.88916015625
116,7404.009765625
