true_index,0
7,0.025809158
19,4319.2944
31,6000.1543
45,2834.9783
56,3557.0493
57,5008.818
61,5308.5664
63,6798.2783
79,4337.6123
81,8234.991
84,3342.5269
86,5866.7007
90,4968.8423
96,5915.2905
105,0.025809158
108,6162.1924
124,12212.982
126,5404.3013
133,6792.3555
146,6002.319
151,0.025809158
160,7746.8867
164,8130.6353
167,10257.274
190,0.025809158
194,6625.1094
206,10316.178
214,0.025809158
217,7601.4863
220,9492.692
221,12189.496
225,5281.5225
226,4892.926
232,8555.436
250,5149.814
264,5783.8267
269,4969.877
271,6281.797
280,7382.558
281,0.025809158
284,4515.5864
302,8019.368
323,5274.492
327,0.025809158
336,5178.437
351,3961.6707
377,6177.092
382,4304.925
388,7015.056
392,0.025809158
402,0.025809158
408,6189.9497
427,6334.668
466,0.025809158
469,0.025809158
472,0.025809158
477,0.025809158
508,6761.6562
513,9129.007
516,5763.084
530,4283.5273
558,3027.5034
576,13684.8545
588,8411.433
595,6280.6636
600,4944.009
601,9701.402
609,5149.814
612,5044.597
615,6394.6035
625,4777.744
632,0.025809158
645,4507.706
666,6923.464
668,7202.992
672,9517.96
699,13633.4375
717,5620.1333
737,6000.1543
744,8275.744
747,14270.878
764,7313.7017
775,7121.391
788,0.025809158
795,9681.299
802,9663.896
811,9099.474
840,9546.129
849,11208.867
859,6789.117
871,0.025809158
872,13536.115
881,4447.656
883,7676.169
890,4898.473
896,7227.1167
902,0.025809158
905,9310.007
921,8247.739
967,8551.252
973,6002.7563
1001,4358.2695
1016,0.025809158
1021,9293.116
1026,5071.281
1030,6825.069
1044,6323.4233
1063,9127.643
1067,8599.945
1075,9014.703
1086,0.025809158
1097,4915.4263
1117,11667.272
1122,4583.0986
1125,8062.4443
1129,5618.511
1141,4787.8203
1149,0.025809158
1151,4416.568
1159,6501.54
1173,6946.195
1184,0.025809158
1193,6050.7354
1241,5979.5063
1249,0.025809158
1250,7478.244
1261,0.025809158
1273,6199.327
1282,0.025809158
1296,6789.117
1309,2381.8699
1332,4973.368
1336,6789.117
1357,5715.522
1372,6439.3853
1374,6818.6763
1378,10257.274
1379,4969.877
1384,8502.25
1394,6895.97
1398,2844.581
1399,4951.889
1403,7404.01
1409,9310.007
1424,4635.336
1430,6365.716
1432,4787.8203
1448,6394.6035
1451,9822.047
1452,7517.6206
1467,0.025809158
1470,5427.0605
1481,8972.028
1523,3214.1086
1527,5266.612
1546,5148.7793
1547,12480.509
1567,4623.236
1592,9200.412
1597,11961.787
1601,0.025809158
1603,8464.293
1640,5807.9697
1646,0.025809158
1651,0.025809158
1652,10247.213
1670,0.025809158
1677,0.025809158
1691,5620.1333
1704,2177.4617
1707,9696.376
1718,5551.7173
1721,5807.9697
1733,0.025809158
1737,8445.188
1748,4163.4277
1776,6177.092
1804,7207.4453
1821,7943.992
1839,4507.706
1845,5915.2905
1853,6715.7725
1888,4131.3525
1895,5721.1177
1899,6506.682
1923,3756.3462
1934,8502.25
1937,10023.316
1940,5008.818
1953,0.025809158
1968,4021.283
1975,0.025809158
1981,7901.7295
1984,5322.3257
1997,10827.6455
2024,9829.14
2032,8778.624
2036,11961.787
2051,3681.5632
2061,0.025809158
2082,4944.009
2093,0.025809158
2096,5966.626
2107,5620.1333
2115,5823.9795
2117,4177.6807
2137,2834.9783
2156,8331.615
2160,0.025809158
2186,8532.777
2188,6406.2744
2204,7627.053
2217,5434.0835
2224,4304.925
2228,15122.954
2233,9621.618
2246,4586.325
2254,10635.351
2275,7534.457
2281,6028.0044
2287,13008.034
2300,7652.019
2305,9014.703
2306,4993.017
2313,3265.016
2315,6323.4233
2320,3956.4658
2322,6311.356
2324,4617.6245
2328,9886.468
2335,6943.944
2340,3504.3357
2352,0.025809158
2381,6684.532
2383,5284.6196
2408,3809.2083
2422,6684.532
2424,4620.7554
2425,0.025809158
2428,4416.568
2435,4916.461
2456,8247.739
2471,0.025809158
2474,5149.814
2493,3986.3118
2495,8090.9756
2501,0.025809158
2511,3628.8496
2519,3628.8496
2522,6661.8013
2526,6028.0044
2527,9952.67
2539,7829.868
2550,8558.015
2562,0.025809158
2572,7266.8286
2573,5761.56
2576,8062.4443
2579,3614.85
2580,5668.44
2594,5356.4
2600,7459.792
2602,11071.27
2621,0.025809158
2641,0.025809158
2651,7799.777
2669,6031.235
2686,10646.318
2694,5866.7007
2699,8906.365
2700,5044.597
2747,6703.0903
2759,7498.7896
2763,6036.1113
2794,0.025809158
2797,0.025809158
2812,10827.089
2815,6394.6035
2824,0.025809158
2829,7074.1123
2830,7156.314
2852,6018.37
2855,8084.038
2858,0.025809158
2870,10173.344
2881,6028.0044
2884,3504.3357
2887,6789.117
2890,7749.5435
2897,14270.878
2909,4283.5273
2917,10646.318
2929,4458.1655
